Municipio,TERRITORIO_CODE,Anio,TIME_PERIOD_CODE,Medida,MEDIDAS_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,CPRO,CISLA,ISLA,CMUN,DC,NOMBRE
Firgas,35008,2021,2021,Pensiones,PENSIONES,19.5,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2022,2022,Pensiones,PENSIONES,19.1,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2023,2023,Pensiones,PENSIONES,19.0,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.6,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Firgas,35008,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5,,,35.0,352.0,Gran Canaria,8.0,1.0,Firgas
Gáldar,35009,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,58.3,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,59.2,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,59.9,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,60.4,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,60.1,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,57.9,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,59.8,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,59.9,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,59.5,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2015,2015,Otros ingresos,OTROS_INGRESOS,9.8,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2016,2016,Otros ingresos,OTROS_INGRESOS,10.0,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2017,2017,Otros ingresos,OTROS_INGRESOS,9.6,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2018,2018,Otros ingresos,OTROS_INGRESOS,10.2,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2019,2019,Otros ingresos,OTROS_INGRESOS,10.5,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2020,2020,Otros ingresos,OTROS_INGRESOS,9.2,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2021,2021,Otros ingresos,OTROS_INGRESOS,9.2,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2022,2022,Otros ingresos,OTROS_INGRESOS,9.6,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2023,2023,Otros ingresos,OTROS_INGRESOS,9.6,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,6.3,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,6.4,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,6.8,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,6.4,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,6.4,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,7.1,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,7.6,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,7.6,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,7.9,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2015,2015,Pensiones,PENSIONES,21.4,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2016,2016,Pensiones,PENSIONES,20.8,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2017,2017,Pensiones,PENSIONES,20.4,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2018,2018,Pensiones,PENSIONES,20.0,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2019,2019,Pensiones,PENSIONES,20.0,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2020,2020,Pensiones,PENSIONES,20.5,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2021,2021,Pensiones,PENSIONES,19.8,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2022,2022,Pensiones,PENSIONES,20.2,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2023,2023,Pensiones,PENSIONES,20.4,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.4,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Gáldar,35009,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,,35.0,352.0,Gran Canaria,9.0,4.0,Gáldar
Ingenio,35011,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,64.9,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,66.1,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,65.8,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,66.4,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,65.6,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,57.5,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,60.2,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.4,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.5,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2015,2015,Otros ingresos,OTROS_INGRESOS,7.9,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2016,2016,Otros ingresos,OTROS_INGRESOS,7.5,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2017,2017,Otros ingresos,OTROS_INGRESOS,8.0,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2018,2018,Otros ingresos,OTROS_INGRESOS,7.9,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2019,2019,Otros ingresos,OTROS_INGRESOS,8.1,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2020,2020,Otros ingresos,OTROS_INGRESOS,7.2,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2021,2021,Otros ingresos,OTROS_INGRESOS,8.2,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2022,2022,Otros ingresos,OTROS_INGRESOS,8.3,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2023,2023,Otros ingresos,OTROS_INGRESOS,8.5,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,5.1,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,5.2,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,5.5,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,5.4,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,5.6,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,6.4,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,6.8,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,6.7,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,6.9,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2015,2015,Pensiones,PENSIONES,17.2,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2016,2016,Pensiones,PENSIONES,17.0,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2017,2017,Pensiones,PENSIONES,16.7,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2018,2018,Pensiones,PENSIONES,16.5,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2019,2019,Pensiones,PENSIONES,16.8,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2020,2020,Pensiones,PENSIONES,17.7,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2021,2021,Pensiones,PENSIONES,17.5,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2022,2022,Pensiones,PENSIONES,17.5,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2023,2023,Pensiones,PENSIONES,17.3,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.0,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,11.1,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.3,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Ingenio,35011,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,,,35.0,352.0,Gran Canaria,11.0,5.0,Ingenio
Mogán,35012,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,60.3,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,62.1,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,61.8,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,61.0,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,61.0,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,45.8,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,47.4,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,59.4,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,59.7,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2015,2015,Otros ingresos,OTROS_INGRESOS,17.9,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2016,2016,Otros ingresos,OTROS_INGRESOS,17.2,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2017,2017,Otros ingresos,OTROS_INGRESOS,17.4,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2018,2018,Otros ingresos,OTROS_INGRESOS,17.8,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2019,2019,Otros ingresos,OTROS_INGRESOS,17.0,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2020,2020,Otros ingresos,OTROS_INGRESOS,12.8,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2021,2021,Otros ingresos,OTROS_INGRESOS,16.4,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2022,2022,Otros ingresos,OTROS_INGRESOS,17.6,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2023,2023,Otros ingresos,OTROS_INGRESOS,17.8,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.7,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.7,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.9,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.2,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.4,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.4,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.5,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.1,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.4,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2015,2015,Pensiones,PENSIONES,14.5,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2016,2016,Pensiones,PENSIONES,14.2,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2017,2017,Pensiones,PENSIONES,14.2,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2018,2018,Pensiones,PENSIONES,14.5,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2019,2019,Pensiones,PENSIONES,14.9,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2020,2020,Pensiones,PENSIONES,17.3,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2021,2021,Pensiones,PENSIONES,16.9,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2022,2022,Pensiones,PENSIONES,15.8,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2023,2023,Pensiones,PENSIONES,15.5,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.9,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,19.8,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,14.8,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Mogán,35012,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,,35.0,352.0,Gran Canaria,12.0,0.0,Mogán
Moya,35013,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,54.8,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,57.1,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,56.5,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,57.7,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,57.6,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,55.2,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,56.1,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,56.1,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,55.1,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2015,2015,Otros ingresos,OTROS_INGRESOS,12.3,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2016,2016,Otros ingresos,OTROS_INGRESOS,11.8,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2017,2017,Otros ingresos,OTROS_INGRESOS,13.3,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2018,2018,Otros ingresos,OTROS_INGRESOS,13.5,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2019,2019,Otros ingresos,OTROS_INGRESOS,12.6,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2020,2020,Otros ingresos,OTROS_INGRESOS,11.2,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2021,2021,Otros ingresos,OTROS_INGRESOS,12.4,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2022,2022,Otros ingresos,OTROS_INGRESOS,13.6,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2023,2023,Otros ingresos,OTROS_INGRESOS,14.7,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,5.9,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,5.5,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,6.0,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,5.6,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,6.0,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,6.6,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,6.9,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,6.7,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,7.3,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2015,2015,Pensiones,PENSIONES,22.9,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2016,2016,Pensiones,PENSIONES,22.1,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2017,2017,Pensiones,PENSIONES,21.1,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2018,2018,Pensiones,PENSIONES,20.5,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2019,2019,Pensiones,PENSIONES,21.0,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2020,2020,Pensiones,PENSIONES,21.3,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2021,2021,Pensiones,PENSIONES,20.8,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2022,2022,Pensiones,PENSIONES,21.0,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2023,2023,Pensiones,PENSIONES,20.4,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.1,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.7,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
Moya,35013,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,,35.0,352.0,Gran Canaria,13.0,6.0,Moya
